func_src,label,cve_id,cwe,repo,commit,language
"var keywords = function(){
    function kw(type) {return {type: type, style: ""keyword""};}
    var A = kw(""keyword a""), B = kw(""keyword b""), C = kw(""keyword c""), D = kw(""keyword d"");
    var operator = kw(""operator""), atom = {type: ""atom"", style: ""atom""};

    return {
      ""if"": kw(""if""), ""while"": A, ""with"": A, ""else"": B, ""do"": B, ""try"": B, ""finally"": B,
      ""return"": D, ""break"": D, ""continue"": D, ""new"": kw(""new""), ""delete"": C, ""void"": C, ""throw"": C,
      ""debugger"": kw(""debugger""), ""var"": kw(""var""), ""const"": kw(""var""), ""let"": kw(""var""),
      ""function"": kw(""function""), ""catch"": kw(""catch""),
      ""for"": kw(""for""), ""switch"": kw(""switch""), ""case"": kw(""case""), ""default"": kw(""default""),
      ""in"": operator, ""typeof"": operator, ""instanceof"": operator,
      ""true"": atom, ""false"": atom, ""null"": atom, ""undefined"": atom, ""NaN"": atom, ""Infinity"": atom,
      ""this"": kw(""this""), ""class"": kw(""class""), ""super"": kw(""atom""),
      ""yield"": C, ""export"": kw(""export""), ""import"": kw(""import""), ""extends"": C,
      ""await"": C
    };
  }();

  var isOperatorChar = /[+\-*&%=<>!?|~^@]/;
  var isJsonldKeyword = /^@(context|id|value|language|type|container|list|set|reverse|index|base|vocab|graph)""/;

  function readRegexp(stream) {
    var escaped = false, next, inSet = false;
    while ((next = stream.next()) != null) {
      if (!escaped) {
        if (next == ""/"" && !inSet) return;
        if (next == ""["") inSet = true;
        else if (inSet && next == ""]"") inSet = false;
      }
      escaped = !escaped && next == ""\\"";
    }
  }

  // Used as scratch variables to communicate multiple values without
  // consing up tons of objects.
  var type, content;
  function ret(tp, style, cont) {
    type = tp; content = cont;
    return style;",1,CVE-2020-7760,CWE-400,codemirror/CodeMirror,55d0333907117c9231ffdf555ae8824705993bbb,javascript
"function kw(type) {return {type: type, style: ""keyword""};}
    var A = kw(""keyword a""), B = kw(""keyword b""), C = kw(""keyword c""), D = kw(""keyword d"");
    var operator = kw(""operator""), atom = {type: ""atom"", style: ""atom""};

    return {
      ""if"": kw(""if""), ""while"": A, ""with"": A, ""else"": B, ""do"": B, ""try"": B, ""finally"": B,
      ""return"": D, ""break"": D, ""continue"": D, ""new"": kw(""new""), ""delete"": C, ""void"": C, ""throw"": C,
      ""debugger"": kw(""debugger""), ""var"": kw(""var""), ""const"": kw(""var""), ""let"": kw(""var""),
      ""function"": kw(""function""), ""catch"": kw(""catch""),
      ""for"": kw(""for""), ""switch"": kw(""switch""), ""case"": kw(""case""), ""default"": kw(""default""),
      ""in"": operator, ""typeof"": operator, ""instanceof"": operator,
      ""true"": atom, ""false"": atom, ""null"": atom, ""undefined"": atom, ""NaN"": atom, ""Infinity"": atom,
      ""this"": kw(""this""), ""class"": kw(""class""), ""super"": kw(""atom""),
      ""yield"": C, ""export"": kw(""export""), ""import"": kw(""import""), ""extends"": C,
      ""await"": C
    };
  }();

  var isOperatorChar = /[+\-*&%=<>!?|~^@]/;
  var isJsonldKeyword = /^@(context|id|value|language|type|container|list|set|reverse|index|base|vocab|graph)""/;

  function readRegexp(stream) {
    var escaped = false, next, inSet = false;
    while ((next = stream.next()) != null) {
      if (!escaped) {
        if (next == ""/"" && !inSet) return;
        if (next == ""["") inSet = true;
        else if (inSet && next == ""]"") inSet = false;
      }
      escaped = !escaped && next == ""\\"";
    }
  }

  // Used as scratch variables to communicate multiple values without
  // consing up tons of objects.
  var type, content;
  function ret(tp, style, cont) {
    type = tp; content = cont;
    return style;
  }",1,CVE-2020-7760,CWE-400,codemirror/CodeMirror,55d0333907117c9231ffdf555ae8824705993bbb,javascript
"function readRegexp(stream) {
    var escaped = false, next, inSet = false;
    while ((next = stream.next()) != null) {
      if (!escaped) {
        if (next == ""/"" && !inSet) return;
        if (next == ""["") inSet = true;
        else if (inSet && next == ""]"") inSet = false;
      }
      escaped = !escaped && next == ""\\"";
    }
  }

  // Used as scratch variables to communicate multiple values without
  // consing up tons of objects.
  var type, content;
  function ret(tp, style, cont) {
    type = tp; content = cont;
    return style;
  }
  function tokenBase(stream, state) {
    var ch = stream.next();
    if (ch == '""' || ch == ""'"") {
      state.tokenize = tokenString(ch);
      return state.tokenize(stream, state);
    } else if (ch == ""."" && stream.match(/^\d[\d_]*(?:[eE][+\-]?[\d_]+)?/)) {
      return ret(""number"", ""number"");
    } else if (ch == ""."" && stream.match("".."")) {
      return ret(""spread"", ""meta"");
    } else if (/[\[\]{}\(\),;\:\.]/.test(ch)) {
      return ret(ch);
    } else if (ch == ""="" && stream.eat("">"")) {
      return ret(""=>"", ""operator"");
    } else if (ch == ""0"" && stream.match(/^(?:x[\dA-Fa-f_]+|o[0-7_]+|b[01_]+)n?/)) {
      return ret(""number"", ""number"");
    } else if (/\d/.test(ch)) {
      stream.match(/^[\d_]*(?:n|(?:\.[\d_]*)?(?:[eE][+\-]?[\d_]+)?)?/);
      return ret(""number"", ""number"");
    } else if (ch == ""/"") {
      if (stream.eat(""*"")) {
        state.tokenize = tokenComment;",1,CVE-2020-7760,CWE-400,codemirror/CodeMirror,55d0333907117c9231ffdf555ae8824705993bbb,javascript
"const callback = (err, success) => {
      if (!success) {
        sendErrorMessage(req, res, err);
        return;
      }

      if (req._query.sid) {
        debug(""setting new request for existing client"");
        this.clients[req._query.sid].transport.onRequest(req);
      } else {
        this.handshake(req._query.transport, req);
      }
    };

    if (this.corsMiddleware) {
      this.corsMiddleware.call(null, req, res, () => {
        this.verify(req, false, callback);
      });
    } else {
      this.verify(req, false, callback);
    }
  }

  /**
   * generate a socket id.
   * Overwrite this method to generate your custom socket id
   *
   * @param {Object} request object
   * @api public
   */
  generateId(req) {
    return base64id.generateId();
  }

  /**
   * Handshakes a new client.
   *
   * @param {String} transport name
   * @param {Object} request object
   * @api private",1,CVE-2020-36048,CWE-400,socketio/engine.io,734f9d1268840722c41219e69eb58318e0b2ac6b,javascript
"function onUpgradeError() {
      debug(""websocket error before upgrade"");
      // socket.close() not needed
    }
  }

  /**
   * Captures upgrade requests for a http.Server.
   *
   * @param {http.Server} server
   * @param {Object} options
   * @api public
   */
  attach(server, options) {
    const self = this;
    options = options || {};
    let path = (options.path || ""/engine.io"").replace(/\/$/, """");

    const destroyUpgradeTimeout = options.destroyUpgradeTimeout || 1000;

    // normalize path
    path += ""/"";

    function check(req) {
      return path === req.url.substr(0, path.length);
    }

    // cache and clean up listeners
    const listeners = server.listeners(""request"").slice(0);
    server.removeAllListeners(""request"");
    server.on(""close"", self.close.bind(self));
    server.on(""listening"", self.init.bind(self));

    // add request handler
    server.on(""request"", function(req, res) {
      if (check(req)) {
        debug('intercepting request for path ""%s""', path);
        self.handleRequest(req, res);
      } else {
        let i = 0;",1,CVE-2020-36048,CWE-400,socketio/engine.io,734f9d1268840722c41219e69eb58318e0b2ac6b,javascript
"function check(req) {
      return path === req.url.substr(0, path.length);
    }

    // cache and clean up listeners
    const listeners = server.listeners(""request"").slice(0);
    server.removeAllListeners(""request"");
    server.on(""close"", self.close.bind(self));
    server.on(""listening"", self.init.bind(self));

    // add request handler
    server.on(""request"", function(req, res) {
      if (check(req)) {
        debug('intercepting request for path ""%s""', path);
        self.handleRequest(req, res);
      } else {
        let i = 0;
        const l = listeners.length;
        for (; i < l; i++) {
          listeners[i].call(server, req, res);
        }
      }
    });

    if (~self.opts.transports.indexOf(""websocket"")) {
      server.on(""upgrade"", function(req, socket, head) {
        if (check(req)) {
          self.handleUpgrade(req, socket, head);
        } else if (false !== options.destroyUpgrade) {
          // default node behavior is to disconnect when no handlers
          // but by adding a handler, we prevent that
          // and if no eio thing handles the upgrade
          // then the socket needs to die!
          setTimeout(function() {
            if (socket.writable && socket.bytesWritten <= 0) {
              return socket.end();
            }
          }, destroyUpgradeTimeout);
        }
      });",1,CVE-2020-36048,CWE-400,socketio/engine.io,734f9d1268840722c41219e69eb58318e0b2ac6b,javascript
"validate: function( options ) {

		// If nothing is selected, return nothing; can't chain anyway
		if ( !this.length ) {
			if ( options && options.debug && window.console ) {
				console.warn( ""Nothing selected, can't validate, returning nothing."" );
			}
			return;
		}

		// Check if a validator for this form was already created
		var validator = $.data( this[ 0 ], ""validator"" );
		if ( validator ) {
			return validator;
		}

		// Add novalidate tag if HTML5.
		this.attr( ""novalidate"", ""novalidate"" );

		validator = new $.validator( options, this[ 0 ] );
		$.data( this[ 0 ], ""validator"", validator );

		if ( validator.settings.onsubmit ) {

			this.on( ""click.validate"", "":submit"", function( event ) {

				// Track the used submit button to properly handle scripted
				// submits later.
				validator.submitButton = event.currentTarget;

				// Allow suppressing validation by adding a cancel class to the submit button
				if ( $( this ).hasClass( ""cancel"" ) ) {
					validator.cancelSubmit = true;
				}

				// Allow suppressing validation by adding the html5 formnovalidate attribute to the submit button
				if ( $( this ).attr( ""formnovalidate"" ) !== undefined ) {
					validator.cancelSubmit = true;
				}
			} );",1,CVE-2021-21252,CWE-400,jquery-validation/jquery-validation,5d8f29eef363d043a8fec4eb86d42cadb5fa5f7d,javascript
"function handle() {
					var hidden, result;

					// Insert a hidden input as a replacement for the missing submit button
					// The hidden input is inserted in two cases:
					//   - A user defined a `submitHandler`
					//   - There was a pending request due to `remote` method and `stopRequest()`
					//     was called to submit the form in case it's valid
					if ( validator.submitButton && ( validator.settings.submitHandler || validator.formSubmitted ) ) {
						hidden = $( ""<input type='hidden'/>"" )
							.attr( ""name"", validator.submitButton.name )
							.val( $( validator.submitButton ).val() )
							.appendTo( validator.currentForm );
					}

					if ( validator.settings.submitHandler && !validator.settings.debug ) {
						result = validator.settings.submitHandler.call( validator, validator.currentForm, event );
						if ( hidden ) {

							// And clean up afterwards; thanks to no-block-scope, hidden can be referenced
							hidden.remove();
						}
						if ( result !== undefined ) {
							return result;
						}
						return false;
					}
					return true;
				}

				// Prevent submit for invalid forms or custom submit handlers
				if ( validator.cancelSubmit ) {
					validator.cancelSubmit = false;
					return handle();
				}
				if ( validator.form() ) {
					if ( validator.pendingRequest ) {
						validator.formSubmitted = true;
						return false;
					}",1,CVE-2021-21252,CWE-400,jquery-validation/jquery-validation,5d8f29eef363d043a8fec4eb86d42cadb5fa5f7d,javascript
"valid: function() {
		var valid, validator, errorList;

		if ( $( this[ 0 ] ).is( ""form"" ) ) {
			valid = this.validate().form();
		} else {
			errorList = [];
			valid = true;
			validator = $( this[ 0 ].form ).validate();
			this.each( function() {
				valid = validator.element( this ) && valid;
				if ( !valid ) {
					errorList = errorList.concat( validator.errorList );
				}
			} );
			validator.errorList = errorList;
		}
		return valid;
	},

	// https://jqueryvalidation.org/rules/
	rules: function( command, argument ) {
		var element = this[ 0 ],
			isContentEditable = typeof this.attr( ""contenteditable"" ) !== ""undefined"" && this.attr( ""contenteditable"" ) !== ""false"",
			settings, staticRules, existingRules, data, param, filtered;

		// If nothing is selected, return empty object; can't chain anyway
		if ( element == null ) {
			return;
		}

		if ( !element.form && isContentEditable ) {
			element.form = this.closest( ""form"" )[ 0 ];
			element.name = this.attr( ""name"" );
		}

		if ( element.form == null ) {
			return;
		}
",1,CVE-2021-21252,CWE-400,jquery-validation/jquery-validation,5d8f29eef363d043a8fec4eb86d42cadb5fa5f7d,javascript
"function createCommonjsModule(fn) {
  var module = { exports: {} };
	return fn(module, module.exports), module.exports;
}

var defaults = createCommonjsModule(function (module) {
function getDefaults() {
  return {
    baseUrl: null,
    breaks: false,
    gfm: true,
    headerIds: true,
    headerPrefix: '',
    highlight: null,
    langPrefix: 'language-',
    mangle: true,
    pedantic: false,
    renderer: null,
    sanitize: false,
    sanitizer: null,
    silent: false,
    smartLists: false,
    smartypants: false,
    tokenizer: null,
    walkTokens: null,
    xhtml: false
  };
}

function changeDefaults(newDefaults) {
  module.exports.defaults = newDefaults;
}

module.exports = {
  defaults: getDefaults(),
  getDefaults,
  changeDefaults
};
});
",1,CVE-2021-21306,CWE-400,markedjs/marked,7293251c438e3ee968970f7609f1a27f9007bccd,javascript
"function getDefaults() {
  return {
    baseUrl: null,
    breaks: false,
    gfm: true,
    headerIds: true,
    headerPrefix: '',
    highlight: null,
    langPrefix: 'language-',
    mangle: true,
    pedantic: false,
    renderer: null,
    sanitize: false,
    sanitizer: null,
    silent: false,
    smartLists: false,
    smartypants: false,
    tokenizer: null,
    walkTokens: null,
    xhtml: false
  };
}

function changeDefaults(newDefaults) {
  module.exports.defaults = newDefaults;
}

module.exports = {
  defaults: getDefaults(),
  getDefaults,
  changeDefaults
};
});

/**
 * Helpers
 */
const escapeTest = /[&<>""']/;
const escapeReplace = /[&<>""']/g;
const escapeTestNoEncode = /[<>""']|&(?!#?\w+;)/;",1,CVE-2021-21306,CWE-400,markedjs/marked,7293251c438e3ee968970f7609f1a27f9007bccd,javascript
"function changeDefaults(newDefaults) {
  module.exports.defaults = newDefaults;
}

module.exports = {
  defaults: getDefaults(),
  getDefaults,
  changeDefaults
};
});

/**
 * Helpers
 */
const escapeTest = /[&<>""']/;
const escapeReplace = /[&<>""']/g;
const escapeTestNoEncode = /[<>""']|&(?!#?\w+;)/;
const escapeReplaceNoEncode = /[<>""']|&(?!#?\w+;)/g;
const escapeReplacements = {
  '&': '&amp;',
  '<': '&lt;',
  '>': '&gt;',
  '""': '&quot;',
  ""'"": '&#39;'
};
const getEscapeReplacement = (ch) => escapeReplacements[ch];
function escape(html, encode) {
  if (encode) {
    if (escapeTest.test(html)) {
      return html.replace(escapeReplace, getEscapeReplacement);
    }
  } else {
    if (escapeTestNoEncode.test(html)) {
      return html.replace(escapeReplaceNoEncode, getEscapeReplacement);
    }
  }

  return html;
}
",1,CVE-2021-21306,CWE-400,markedjs/marked,7293251c438e3ee968970f7609f1a27f9007bccd,javascript
"function _defineProperties(target, props) {
    for (var i = 0; i < props.length; i++) {
      var descriptor = props[i];
      descriptor.enumerable = descriptor.enumerable || false;
      descriptor.configurable = true;
      if (""value"" in descriptor) descriptor.writable = true;
      Object.defineProperty(target, descriptor.key, descriptor);
    }
  }

  function _createClass(Constructor, protoProps, staticProps) {
    if (protoProps) _defineProperties(Constructor.prototype, protoProps);
    if (staticProps) _defineProperties(Constructor, staticProps);
    return Constructor;
  }

  function _unsupportedIterableToArray(o, minLen) {
    if (!o) return;
    if (typeof o === ""string"") return _arrayLikeToArray(o, minLen);
    var n = Object.prototype.toString.call(o).slice(8, -1);
    if (n === ""Object"" && o.constructor) n = o.constructor.name;
    if (n === ""Map"" || n === ""Set"") return Array.from(o);
    if (n === ""Arguments"" || /^(?:Ui|I)nt(?:8|16|32)(?:Clamped)?Array$/.test(n)) return _arrayLikeToArray(o, minLen);
  }

  function _arrayLikeToArray(arr, len) {
    if (len == null || len > arr.length) len = arr.length;

    for (var i = 0, arr2 = new Array(len); i < len; i++) arr2[i] = arr[i];

    return arr2;
  }

  function _createForOfIteratorHelperLoose(o, allowArrayLike) {
    var it;

    if (typeof Symbol === ""undefined"" || o[Symbol.iterator] == null) {
      if (Array.isArray(o) || (it = _unsupportedIterableToArray(o)) || allowArrayLike && o && typeof o.length === ""number"") {
        if (it) o = it;
        var i = 0;",1,CVE-2021-21306,CWE-400,markedjs/marked,7293251c438e3ee968970f7609f1a27f9007bccd,javascript
"function _createClass(Constructor, protoProps, staticProps) {
    if (protoProps) _defineProperties(Constructor.prototype, protoProps);
    if (staticProps) _defineProperties(Constructor, staticProps);
    return Constructor;
  }

  function _unsupportedIterableToArray(o, minLen) {
    if (!o) return;
    if (typeof o === ""string"") return _arrayLikeToArray(o, minLen);
    var n = Object.prototype.toString.call(o).slice(8, -1);
    if (n === ""Object"" && o.constructor) n = o.constructor.name;
    if (n === ""Map"" || n === ""Set"") return Array.from(o);
    if (n === ""Arguments"" || /^(?:Ui|I)nt(?:8|16|32)(?:Clamped)?Array$/.test(n)) return _arrayLikeToArray(o, minLen);
  }

  function _arrayLikeToArray(arr, len) {
    if (len == null || len > arr.length) len = arr.length;

    for (var i = 0, arr2 = new Array(len); i < len; i++) arr2[i] = arr[i];

    return arr2;
  }

  function _createForOfIteratorHelperLoose(o, allowArrayLike) {
    var it;

    if (typeof Symbol === ""undefined"" || o[Symbol.iterator] == null) {
      if (Array.isArray(o) || (it = _unsupportedIterableToArray(o)) || allowArrayLike && o && typeof o.length === ""number"") {
        if (it) o = it;
        var i = 0;
        return function () {
          if (i >= o.length) return {
            done: true
          };
          return {
            done: false,
            value: o[i++]
          };
        };
      }",1,CVE-2021-21306,CWE-400,markedjs/marked,7293251c438e3ee968970f7609f1a27f9007bccd,javascript
"function _unsupportedIterableToArray(o, minLen) {
    if (!o) return;
    if (typeof o === ""string"") return _arrayLikeToArray(o, minLen);
    var n = Object.prototype.toString.call(o).slice(8, -1);
    if (n === ""Object"" && o.constructor) n = o.constructor.name;
    if (n === ""Map"" || n === ""Set"") return Array.from(o);
    if (n === ""Arguments"" || /^(?:Ui|I)nt(?:8|16|32)(?:Clamped)?Array$/.test(n)) return _arrayLikeToArray(o, minLen);
  }

  function _arrayLikeToArray(arr, len) {
    if (len == null || len > arr.length) len = arr.length;

    for (var i = 0, arr2 = new Array(len); i < len; i++) arr2[i] = arr[i];

    return arr2;
  }

  function _createForOfIteratorHelperLoose(o, allowArrayLike) {
    var it;

    if (typeof Symbol === ""undefined"" || o[Symbol.iterator] == null) {
      if (Array.isArray(o) || (it = _unsupportedIterableToArray(o)) || allowArrayLike && o && typeof o.length === ""number"") {
        if (it) o = it;
        var i = 0;
        return function () {
          if (i >= o.length) return {
            done: true
          };
          return {
            done: false,
            value: o[i++]
          };
        };
      }

      throw new TypeError(""Invalid attempt to iterate non-iterable instance.\nIn order to be iterable, non-array objects must have a [Symbol.iterator]() method."");
    }

    it = o[Symbol.iterator]();
    return it.next.bind(it);",1,CVE-2021-21306,CWE-400,markedjs/marked,7293251c438e3ee968970f7609f1a27f9007bccd,javascript
"function i(e,t){for(var n=0;n<t.length;n++){var r=t[n];r.enumerable=r.enumerable||!1,r.configurable=!0,""value""in r&&(r.writable=!0),Object.defineProperty(e,r.key,r)}}function s(e,t){(null==t||t>e.length)&&(t=e.length);for(var n=0,r=new Array(t);n<t;n++)r[n]=e[n];return r}function p(e,t){var n;if(""undefined""!=typeof Symbol&&null!=e[Symbol.iterator])return(n=e[Symbol.iterator]()).next.bind(n);if(Array.isArray(e)||(n=function(e,t){if(e){if(""string""==typeof e)return s(e,t);var n=Object.prototype.toString.call(e).slice(8,-1);return""Map""===(n=""Object""===n&&e.constructor?e.constructor.name:n)||""Set""===n?Array.from(e):""Arguments""===n||/^(?:Ui|I)nt(?:8|16|32)(?:Clamped)?Array$/.test(n)?s(e,t):void 0}}(e))||t&&e&&""number""==typeof e.length){n&&(e=n);var r=0;return function(){return r>=e.length?{done:!0}:{done:!1,value:e[r++]}}}throw new TypeError(""Invalid attempt to iterate non-iterable instance.\nIn order to be iterable, non-array objects must have a [Symbol.iterator]() method."")}function n(e){return c[e]}var e,t=(function(t){function e(){return{baseUrl:null,breaks:!1,gfm:!0,headerIds:!0,headerPrefix:"""",highlight:null,langPrefix:""language-"",mangle:!0,pedantic:!1,renderer:null,sanitize:!1,sanitizer:null,silent:!1,smartLists:!1,smartypants:!1,tokenizer:null,walkTokens:null,xhtml:!1}}t.exports={defaults:e(),getDefaults:e,changeDefaults:function(e){t.exports.defaults=e}}}(e={exports:{}}),e.exports),r=/[&<>""']/,l=/[&<>""']/g,a=/[<>""']|&(?!#?\w+;)/,o=/[<>""']|&(?!#?\w+;)/g,c={""&"":""&amp;"",""<"":""&lt;"","">"":""&gt;"",'""':""&quot;"",""'"":""&#39;""};var u=/&(#(?:\d+)|(?:#x[0-9A-Fa-f]+)|(?:\w+));?/gi;function h(e){return e.replace(u,function(e,t){return""colon""===(t=t.toLowerCase())?"":"":""#""===t.charAt(0)?""x""===t.charAt(1)?String.fromCharCode(parseInt(t.substring(2),16)):String.fromCharCode(+t.substring(1)):""""})}var g=/(^|[^\[])\^/g;var f=/[^\w:]/g,d=/^$|^[a-z][a-z0-9+.-]*:|^[?#]/i;var k={},b=/^[^:]+:\/*[^/]*$/,m=/^([^:]+:)[\s\S]*$/,x=/^([^:]+:\/*[^/]*)[\s\S]*$/;function w(e,t){k["" ""+e]||(b.test(e)?k[",1,CVE-2021-21306,CWE-400,markedjs/marked,7293251c438e3ee968970f7609f1a27f9007bccd,javascript
"function s(e,t){(null==t||t>e.length)&&(t=e.length);for(var n=0,r=new Array(t);n<t;n++)r[n]=e[n];return r}function p(e,t){var n;if(""undefined""!=typeof Symbol&&null!=e[Symbol.iterator])return(n=e[Symbol.iterator]()).next.bind(n);if(Array.isArray(e)||(n=function(e,t){if(e){if(""string""==typeof e)return s(e,t);var n=Object.prototype.toString.call(e).slice(8,-1);return""Map""===(n=""Object""===n&&e.constructor?e.constructor.name:n)||""Set""===n?Array.from(e):""Arguments""===n||/^(?:Ui|I)nt(?:8|16|32)(?:Clamped)?Array$/.test(n)?s(e,t):void 0}}(e))||t&&e&&""number""==typeof e.length){n&&(e=n);var r=0;return function(){return r>=e.length?{done:!0}:{done:!1,value:e[r++]}}}throw new TypeError(""Invalid attempt to iterate non-iterable instance.\nIn order to be iterable, non-array objects must have a [Symbol.iterator]() method."")}function n(e){return c[e]}var e,t=(function(t){function e(){return{baseUrl:null,breaks:!1,gfm:!0,headerIds:!0,headerPrefix:"""",highlight:null,langPrefix:""language-"",mangle:!0,pedantic:!1,renderer:null,sanitize:!1,sanitizer:null,silent:!1,smartLists:!1,smartypants:!1,tokenizer:null,walkTokens:null,xhtml:!1}}t.exports={defaults:e(),getDefaults:e,changeDefaults:function(e){t.exports.defaults=e}}}(e={exports:{}}),e.exports),r=/[&<>""']/,l=/[&<>""']/g,a=/[<>""']|&(?!#?\w+;)/,o=/[<>""']|&(?!#?\w+;)/g,c={""&"":""&amp;"",""<"":""&lt;"","">"":""&gt;"",'""':""&quot;"",""'"":""&#39;""};var u=/&(#(?:\d+)|(?:#x[0-9A-Fa-f]+)|(?:\w+));?/gi;function h(e){return e.replace(u,function(e,t){return""colon""===(t=t.toLowerCase())?"":"":""#""===t.charAt(0)?""x""===t.charAt(1)?String.fromCharCode(parseInt(t.substring(2),16)):String.fromCharCode(+t.substring(1)):""""})}var g=/(^|[^\[])\^/g;var f=/[^\w:]/g,d=/^$|^[a-z][a-z0-9+.-]*:|^[?#]/i;var k={},b=/^[^:]+:\/*[^/]*$/,m=/^([^:]+:)[\s\S]*$/,x=/^([^:]+:\/*[^/]*)[\s\S]*$/;function w(e,t){k["" ""+e]||(b.test(e)?k["" ""+e]=e+""/"":k["" ""+e]=v(e,""/"",!0));var n=-1===(e=k["" ""+e]).indexOf("":"");return""//""===t.substring(0,2)?n?t:e.replace(m,""$1"")+t:""/""===t.charAt(0)?n?t:e.replace(x,""$1"")+",1,CVE-2021-21306,CWE-400,markedjs/marked,7293251c438e3ee968970f7609f1a27f9007bccd,javascript
"function p(e,t){var n;if(""undefined""!=typeof Symbol&&null!=e[Symbol.iterator])return(n=e[Symbol.iterator]()).next.bind(n);if(Array.isArray(e)||(n=function(e,t){if(e){if(""string""==typeof e)return s(e,t);var n=Object.prototype.toString.call(e).slice(8,-1);return""Map""===(n=""Object""===n&&e.constructor?e.constructor.name:n)||""Set""===n?Array.from(e):""Arguments""===n||/^(?:Ui|I)nt(?:8|16|32)(?:Clamped)?Array$/.test(n)?s(e,t):void 0}}(e))||t&&e&&""number""==typeof e.length){n&&(e=n);var r=0;return function(){return r>=e.length?{done:!0}:{done:!1,value:e[r++]}}}throw new TypeError(""Invalid attempt to iterate non-iterable instance.\nIn order to be iterable, non-array objects must have a [Symbol.iterator]() method."")}function n(e){return c[e]}var e,t=(function(t){function e(){return{baseUrl:null,breaks:!1,gfm:!0,headerIds:!0,headerPrefix:"""",highlight:null,langPrefix:""language-"",mangle:!0,pedantic:!1,renderer:null,sanitize:!1,sanitizer:null,silent:!1,smartLists:!1,smartypants:!1,tokenizer:null,walkTokens:null,xhtml:!1}}t.exports={defaults:e(),getDefaults:e,changeDefaults:function(e){t.exports.defaults=e}}}(e={exports:{}}),e.exports),r=/[&<>""']/,l=/[&<>""']/g,a=/[<>""']|&(?!#?\w+;)/,o=/[<>""']|&(?!#?\w+;)/g,c={""&"":""&amp;"",""<"":""&lt;"","">"":""&gt;"",'""':""&quot;"",""'"":""&#39;""};var u=/&(#(?:\d+)|(?:#x[0-9A-Fa-f]+)|(?:\w+));?/gi;function h(e){return e.replace(u,function(e,t){return""colon""===(t=t.toLowerCase())?"":"":""#""===t.charAt(0)?""x""===t.charAt(1)?String.fromCharCode(parseInt(t.substring(2),16)):String.fromCharCode(+t.substring(1)):""""})}var g=/(^|[^\[])\^/g;var f=/[^\w:]/g,d=/^$|^[a-z][a-z0-9+.-]*:|^[?#]/i;var k={},b=/^[^:]+:\/*[^/]*$/,m=/^([^:]+:)[\s\S]*$/,x=/^([^:]+:\/*[^/]*)[\s\S]*$/;function w(e,t){k["" ""+e]||(b.test(e)?k["" ""+e]=e+""/"":k["" ""+e]=v(e,""/"",!0));var n=-1===(e=k["" ""+e]).indexOf("":"");return""//""===t.substring(0,2)?n?t:e.replace(m,""$1"")+t:""/""===t.charAt(0)?n?t:e.replace(x,""$1"")+t:e+t}function v(e,t,n){var r=e.length;if(0===r)return"""";for(var i=0;i<r;){var s=e.charAt(r-i-1);if(s!==t|",1,CVE-2021-21306,CWE-400,markedjs/marked,7293251c438e3ee968970f7609f1a27f9007bccd,javascript
"function smartypants(text) {
  return text
    // em-dashes
    .replace(/---/g, '\u2014')
    // en-dashes
    .replace(/--/g, '\u2013')
    // opening singles
    .replace(/(^|[-\u2014/(\[{""\s])'/g, '$1\u2018')
    // closing singles & apostrophes
    .replace(/'/g, '\u2019')
    // opening doubles
    .replace(/(^|[-\u2014/(\[{\u2018\s])""/g, '$1\u201c')
    // closing doubles
    .replace(/""/g, '\u201d')
    // ellipses
    .replace(/\.{3}/g, '\u2026');
}

/**
 * mangle email addresses
 */
function mangle(text) {
  let out = '',
    i,
    ch;

  const l = text.length;
  for (i = 0; i < l; i++) {
    ch = text.charCodeAt(i);
    if (Math.random() > 0.5) {
      ch = 'x' + ch.toString(16);
    }
    out += '&#' + ch + ';';
  }

  return out;
}

/**
 * Block Lexer",1,CVE-2021-21306,CWE-400,markedjs/marked,7293251c438e3ee968970f7609f1a27f9007bccd,javascript
"function mangle(text) {
  let out = '',
    i,
    ch;

  const l = text.length;
  for (i = 0; i < l; i++) {
    ch = text.charCodeAt(i);
    if (Math.random() > 0.5) {
      ch = 'x' + ch.toString(16);
    }
    out += '&#' + ch + ';';
  }

  return out;
}

/**
 * Block Lexer
 */
module.exports = class Lexer {
  constructor(options) {
    this.tokens = [];
    this.tokens.links = Object.create(null);
    this.options = options || defaults;
    this.options.tokenizer = this.options.tokenizer || new Tokenizer();
    this.tokenizer = this.options.tokenizer;
    this.tokenizer.options = this.options;

    const rules = {
      block: block.normal,
      inline: inline.normal
    };

    if (this.options.pedantic) {
      rules.block = block.pedantic;
      rules.inline = inline.pedantic;
    } else if (this.options.gfm) {
      rules.block = block.gfm;
      if (this.options.breaks) {",1,CVE-2021-21306,CWE-400,markedjs/marked,7293251c438e3ee968970f7609f1a27f9007bccd,javascript
